date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:49:29	1588/1588	---MCZ	200	added ('OK')	text/css	etag:W/%22634-58e7d2f4a2dc0-gzip%22	https://preview.colorlib.com/theme/vegefoods/css/jquery.timepicker.css	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/css/jquery.timepicker.css	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:29	1355/1355	---MCZ	200	added ('OK')	text/css	etag:W/%2254b-58e7d2f2ba940-gzip%22	https://preview.colorlib.com/theme/vegefoods/css/flaticon.css	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/css/flaticon.css	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:29	79875/79875	---MCZ	200	added ('OK')	text/css	etag:W/%2213803-58e7d2f3aeb80-gzip%22	https://preview.colorlib.com/theme/vegefoods/css/icomoon.css	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/css/icomoon.css	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:30	269463/269463	---MCZ	200	added ('OK')	text/css	etag:W/%2241c97-58e7d2f77f480-gzip%22	https://preview.colorlib.com/theme/vegefoods/css/style.css	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/css/style.css	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:30	20472/20472	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202019%2008:26:30%20GMT	https://preview.colorlib.com/theme/vegefoods/shop.html	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/shop.html	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:31	13633/13633	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202019%2008:26:30%20GMT	https://preview.colorlib.com/theme/vegefoods/wishlist.html	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/wishlist.html	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:32	16379/16379	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202019%2008:26:29%20GMT	https://preview.colorlib.com/theme/vegefoods/product-single.html	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/product-single.html	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:33	12999/12999	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202019%2008:26:27%20GMT	https://preview.colorlib.com/theme/vegefoods/cart.html	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/cart.html	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:33	13651/13651	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202019%2008:26:27%20GMT	https://preview.colorlib.com/theme/vegefoods/checkout.html	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/checkout.html	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:33	16132/16132	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202019%2008:26:25%20GMT	https://preview.colorlib.com/theme/vegefoods/about.html	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/about.html	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:33	15942/15942	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202019%2008:26:26%20GMT	https://preview.colorlib.com/theme/vegefoods/blog.html	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/blog.html	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:34	10086/10086	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202019%2008:26:28%20GMT	https://preview.colorlib.com/theme/vegefoods/contact.html	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/contact.html	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:34	462484/462484	---M--	200	added ('OK')	image/jpeg	etag:%2270e94-58e7d2fd38200%22	https://preview.colorlib.com/theme/vegefoods/images/bg_1.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/bg_1.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:34	749355/749355	---M--	200	added ('OK')	image/jpeg	etag:%22b6f2b-58e7d301fcd40%22	https://preview.colorlib.com/theme/vegefoods/images/bg_2.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/bg_2.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:36	150644/150644	---M--	200	added ('OK')	image/jpeg	etag:%2224c74-58e7d307b5ac0%22	https://preview.colorlib.com/theme/vegefoods/images/category.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/category.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:36	180832/180832	---M--	200	added ('OK')	image/jpeg	etag:%222c260-58e7d302f0f80%22	https://preview.colorlib.com/theme/vegefoods/images/category-1.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/category-1.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:36	136871/136871	---M--	200	added ('OK')	image/jpeg	etag:%22216a7-58e7d303e51c0%22	https://preview.colorlib.com/theme/vegefoods/images/category-2.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/category-2.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:36	105803/105803	---M--	200	added ('OK')	image/jpeg	etag:%2219d4b-58e7d305cd640%22	https://preview.colorlib.com/theme/vegefoods/images/category-3.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/category-3.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:37	275752/275752	---M--	200	added ('OK')	image/jpeg	etag:%2243528-58e7d305cd640%22	https://preview.colorlib.com/theme/vegefoods/images/category-4.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/category-4.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:37	56053/56053	---M--	200	added ('OK')	image/jpeg	etag:%22daf5-58e7d3104af00%22	https://preview.colorlib.com/theme/vegefoods/images/product-1.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/product-1.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:38	95292/95292	---M--	200	added ('OK')	image/jpeg	etag:%221743c-58e7d313275c0%22	https://preview.colorlib.com/theme/vegefoods/images/product-3.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/product-3.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:39	130442/130442	---M--	200	added ('OK')	image/jpeg	etag:%221fd8a-58e7d31233380%22	https://preview.colorlib.com/theme/vegefoods/images/product-2.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/product-2.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:39	60272/60272	---M--	200	added ('OK')	image/jpeg	etag:%22eb70-58e7d3141b800%22	https://preview.colorlib.com/theme/vegefoods/images/product-5.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/product-5.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:39	78550/78550	---M--	200	added ('OK')	image/jpeg	etag:%22132d6-58e7d313275c0%22	https://preview.colorlib.com/theme/vegefoods/images/product-4.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/product-4.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:40	143052/143052	---M--	200	added ('OK')	image/jpeg	etag:%2222ecc-58e7d3141b800%22	https://preview.colorlib.com/theme/vegefoods/images/product-6.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/product-6.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:40	68329/68329	---M--	200	added ('OK')	image/jpeg	etag:%2210ae9-58e7d31603c80%22	https://preview.colorlib.com/theme/vegefoods/images/product-7.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/product-7.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:40	37224/37224	---M--	200	added ('OK')	image/jpeg	etag:%229168-58e7d31603c80%22	https://preview.colorlib.com/theme/vegefoods/images/product-8.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/product-8.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:41	430425/430425	---M--	200	added ('OK')	image/jpeg	etag:%2269159-58e7d303e51c0%22	https://preview.colorlib.com/theme/vegefoods/images/bg_3.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/bg_3.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:41	36090/36090	---M--	200	added ('OK')	image/jpeg	etag:%228cfa-58e7d30e62a80%22	https://preview.colorlib.com/theme/vegefoods/images/person_1.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/person_1.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:41	47939/47939	---M--	200	added ('OK')	image/jpeg	etag:%22bb43-58e7d30f56cc0%22	https://preview.colorlib.com/theme/vegefoods/images/person_2.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/person_2.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:41	35096/35096	---M--	200	added ('OK')	image/jpeg	etag:%228918-58e7d30f56cc0%22	https://preview.colorlib.com/theme/vegefoods/images/person_3.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/person_3.jpg	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:42	16287/16287	---M--	200	added ('OK')	image/png	etag:%223f9f-58e7d30c7a600%22	https://preview.colorlib.com/theme/vegefoods/images/partner-1.png	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/partner-1.png	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:43	27923/27923	---M--	200	added ('OK')	image/png	etag:%226d13-58e7d30c7a600%22	https://preview.colorlib.com/theme/vegefoods/images/partner-2.png	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/partner-2.png	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:43	23647/23647	---M--	200	added ('OK')	image/png	etag:%225c5f-58e7d30d6e840%22	https://preview.colorlib.com/theme/vegefoods/images/partner-3.png	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/partner-3.png	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:43	32460/32460	---M--	200	added ('OK')	image/png	etag:%227ecc-58e7d30d6e840%22	https://preview.colorlib.com/theme/vegefoods/images/partner-4.png	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/partner-4.png	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:44	24751/24751	---M--	200	added ('OK')	image/png	etag:%2260af-58e7d30e62a80%22	https://preview.colorlib.com/theme/vegefoods/images/partner-5.png	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/partner-5.png	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:44	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22608bc887-4d7%22	https://preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:45	268038/268038	---MCZ	200	added ('OK')	application/javascript	etag:W/%2241706-58e7d32081540-gzip%22	https://preview.colorlib.com/theme/vegefoods/js/jquery.min.js	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/js/jquery.min.js	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:45	11421/11421	---MCZ	200	added ('OK')	application/javascript	etag:W/%222c9d-58e7d31e990c0-gzip%22	https://preview.colorlib.com/theme/vegefoods/js/jquery-migrate-3.0.1.min.js	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/js/jquery-migrate-3.0.1.min.js	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:46	19032/19032	---MCZ	200	added ('OK')	application/javascript	etag:W/%224a58-58e7d3235dc00-gzip%22	https://preview.colorlib.com/theme/vegefoods/js/popper.min.js	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/js/popper.min.js	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:47	55775/55775	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d9df-58e7d31cb0c40-gzip%22	https://preview.colorlib.com/theme/vegefoods/js/bootstrap.min.js	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/js/bootstrap.min.js	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:47	8111/8111	---MCZ	200	added ('OK')	application/javascript	etag:W/%221faf-58e7d31f8d300-gzip%22	https://preview.colorlib.com/theme/vegefoods/js/jquery.easing.1.3.js	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/js/jquery.easing.1.3.js	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:47	8835/8835	---MCZ	200	added ('OK')	application/javascript	etag:W/%222283-58e7d32175780-gzip%22	https://preview.colorlib.com/theme/vegefoods/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/js/jquery.waypoints.min.js	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:47	12597/12597	---MCZ	200	added ('OK')	application/javascript	etag:W/%223135-58e7d32175780-gzip%22	https://preview.colorlib.com/theme/vegefoods/js/jquery.stellar.min.js	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/js/jquery.stellar.min.js	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:48	43237/43237	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a8e5-58e7d322699c0-gzip%22	https://preview.colorlib.com/theme/vegefoods/js/owl.carousel.min.js	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/js/owl.carousel.min.js	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:48	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%224ef8-58e7d31f8d300-gzip%22	https://preview.colorlib.com/theme/vegefoods/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/js/jquery.magnific-popup.min.js	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:48	14244/14244	---MCZ	200	added ('OK')	application/javascript	etag:W/%2237a4-58e7d31bbca00-gzip%22	https://preview.colorlib.com/theme/vegefoods/js/aos.js	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/js/aos.js	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:49	1391/1391	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256f-58e7d31e990c0-gzip%22	https://preview.colorlib.com/theme/vegefoods/js/jquery.animateNumber.min.js	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/js/jquery.animateNumber.min.js	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:49	46820/46820	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b6e4-58e7d31cb0c40-gzip%22	https://preview.colorlib.com/theme/vegefoods/js/bootstrap-datepicker.js	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/js/bootstrap-datepicker.js	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:49	7447/7447	---MCZ	200	added ('OK')	application/javascript	etag:W/%221d17-58e7d3235dc00-gzip%22	https://preview.colorlib.com/theme/vegefoods/js/scrollax.min.js	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/js/scrollax.min.js	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:50	1946/1946	---MCZ	200	added ('OK')	application/javascript	etag:W/%2279a-58e7d31da4e80-gzip%22	https://preview.colorlib.com/theme/vegefoods/js/google-map.js	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/js/google-map.js	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:50	7692/7692	---MCZ	200	added ('OK')	application/javascript	etag:W/%221e0c-58e7d322699c0-gzip%22	https://preview.colorlib.com/theme/vegefoods/js/main.js	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/js/main.js	(from https://preview.colorlib.com/theme/vegefoods/index.html)
11:49:50	28196/28196	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226e24-58e7d341e2400%22	https://preview.colorlib.com/theme/vegefoods/fonts/open-iconic/open-iconic.eot	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/open-iconic/open-iconic.eot	(from https://preview.colorlib.com/theme/vegefoods/css/open-iconic-bootstrap.min.css)
11:49:50	28196/28196	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226e24-58e7d341e2400%22	https://preview.colorlib.com/theme/vegefoods/fonts/open-iconic/open-iconic.eot?	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/open-iconic/open-iconicd41d.eot	(from https://preview.colorlib.com/theme/vegefoods/css/open-iconic-bootstrap.min.css)
11:49:51	14984/14984	---M--	200	added ('OK')	font/woff	etag:%223a88-58e7d344beac0%22	https://preview.colorlib.com/theme/vegefoods/fonts/open-iconic/open-iconic.woff	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/open-iconic/open-iconic.woff	(from https://preview.colorlib.com/theme/vegefoods/css/open-iconic-bootstrap.min.css)
11:49:51	28028/28028	---MCZ	200	added ('OK')	font/ttf	etag:W/%226d7c-58e7d344beac0%22	https://preview.colorlib.com/theme/vegefoods/fonts/open-iconic/open-iconic.ttf	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/open-iconic/open-iconic.ttf	(from https://preview.colorlib.com/theme/vegefoods/css/open-iconic-bootstrap.min.css)
11:49:51	20996/20996	---MCZ	200	added ('OK')	font/ttf	etag:W/%225204-58e7d342d6640%22	https://preview.colorlib.com/theme/vegefoods/fonts/open-iconic/open-iconic.otf	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/open-iconic/open-iconic.otf	(from https://preview.colorlib.com/theme/vegefoods/css/open-iconic-bootstrap.min.css)
11:49:52	54789/54789	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d605-58e7d343ca880%22	https://preview.colorlib.com/theme/vegefoods/fonts/open-iconic/open-iconic.svg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/open-iconic/open-iconic.svg	(from https://preview.colorlib.com/theme/vegefoods/css/open-iconic-bootstrap.min.css)
11:49:52	283/283	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2002%20May%202021%2006:19:52%20GMT	https://preview.colorlib.com/theme/vegefoods/css/owl.video.play.png	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/css/owl.video.play.png	(from https://preview.colorlib.com/theme/vegefoods/css/owl.carousel.min.css)
11:49:53	112826/112826	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221b8ba-58e7d38b51140%22	https://preview.colorlib.com/theme/vegefoods/fonts/ionicons/fonts/ionicons.eot?v=4.0.0-19	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/ionicons/fonts/ionicons580c.eot	(from https://preview.colorlib.com/theme/vegefoods/css/ionicons.min.css)
11:49:54	50592/50592	---M--	200	added ('OK')	font/woff2	etag:%22c5a0-58e7d39015c80%22	https://preview.colorlib.com/theme/vegefoods/fonts/ionicons/fonts/ionicons.woff2?v=4.0.0-19	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/ionicons/fonts/ionicons580c.woff2	(from https://preview.colorlib.com/theme/vegefoods/css/ionicons.min.css)
11:49:54	66024/66024	---M--	200	added ('OK')	font/woff	etag:%22101e8-58e7d38f21a40%22	https://preview.colorlib.com/theme/vegefoods/fonts/ionicons/fonts/ionicons.woff?v=4.0.0-19	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/ionicons/fonts/ionicons580c.woff	(from https://preview.colorlib.com/theme/vegefoods/css/ionicons.min.css)
11:49:55	112648/112648	---MCZ	200	added ('OK')	font/ttf	etag:W/%221b808-58e7d38e2d800%22	https://preview.colorlib.com/theme/vegefoods/fonts/ionicons/fonts/ionicons.ttf?v=4.0.0-19	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/ionicons/fonts/ionicons580c.ttf	(from https://preview.colorlib.com/theme/vegefoods/css/ionicons.min.css)
11:49:55	313199/313199	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224c76f-58e7d38d395c0%22	https://preview.colorlib.com/theme/vegefoods/fonts/ionicons/fonts/ionicons.svg?v=4.0.0-19	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/ionicons/fonts/ionicons580c.svg	(from https://preview.colorlib.com/theme/vegefoods/css/ionicons.min.css)
11:49:56	6498/6498	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221962-58e7d3746db40%22	https://preview.colorlib.com/theme/vegefoods/fonts/flaticon/font/Flaticon.eot	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/flaticon/font/Flaticon.eot	(from https://preview.colorlib.com/theme/vegefoods/css/flaticon.css)
11:49:56	6498/6498	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221962-58e7d3746db40%22	https://preview.colorlib.com/theme/vegefoods/fonts/flaticon/font/Flaticon.eot?	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/flaticon/font/Flaticond41d.eot	(from https://preview.colorlib.com/theme/vegefoods/css/flaticon.css)
11:49:57	4312/4312	---M--	200	added ('OK')	font/woff	etag:%2210d8-58e7d3783e440%22	https://preview.colorlib.com/theme/vegefoods/fonts/flaticon/font/Flaticon.woff	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/flaticon/font/Flaticon.woff	(from https://preview.colorlib.com/theme/vegefoods/css/flaticon.css)
11:49:57	6320/6320	---MCZ	200	added ('OK')	font/ttf	etag:W/%2218b0-58e7d3774a200%22	https://preview.colorlib.com/theme/vegefoods/fonts/flaticon/font/Flaticon.ttf	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/flaticon/font/Flaticon.ttf	(from https://preview.colorlib.com/theme/vegefoods/css/flaticon.css)
